,Unnamed: 0_x,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,Unnamed: 0_y,review_id,user_id,stars_y,useful,funny,cool,text,date
22250,65248,CrLhHE69dVJfVIuqFs3egA,Caseyville Cafe,421 S Main St,Caseyville,IL,62232,38.635602,-90.02693599999999,3.0,5,0,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'NoiseLevel': ""u'very_loud'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False'}","Cafes, Restaurants","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:0-14:0', 'Sunday': '6:0-14:0'}",22594,7SEnggz4uugBCq0RWpzo1g,eg9Wd3MEapxi8mrq-DFvug,4.0,1,0,0,"I frequent here. Good atmosphere; food is decent (not great, but decent). Friendly staff.",2014-01-25 19:02:59
22255,65258,A53tfesGAv_XOF5krrKlOw,Denny's,140 Racehorse Dr,East Saint Louis,IL,62205,38.5759170206,-90.0989681482,1.5,17,0,"{'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Diners, American (Traditional), Breakfast & Brunch","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",21305,Y_3vYvIeGraU26QWylkA7w,qUKTWgD2uldDepClTlUMjg,2.0,2,1,1,"Watch your order if you do an online order here. Prepaid online and a couple things were missing and had to go back inside, they claim it doesn't show on the receipt, honestly don't see how....it's on your online menu, why wouldn't it show up?..... make sure to bring your proof(the email receipt)",2017-11-07 15:11:02
22272,65284,m-yIC2eqc3KewIlhPedahQ,Rural King,9525 Collinsville Rd,Collinsville,IL,62234,38.661975899999995,-90.026776,3.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Home & Garden, Shopping, Hardware Stores, Pets, Home Services, Pet Stores, Farming Equipment, Building Supplies","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-21:0'}",21477,7_6ky3m6ScwZvdXWZoVJBg,-45jw1q3Wzwd73bXuX6NfA,3.0,1,0,0,"The store it's self is fine besides the aisles always being blocked the gun department is my problem way to small and the staff that is usually there drive me nuts one is ALWAYS on the phone and doesn't know jack shit about guns which is whatever get in where you can fit but get off the damn phone, the other is older man who has either no sense of time or just plain doest give a shit carries on way to long of conversations about nothing while left your standing there, if there's a crowd you might as well just grab a chair and clear your schedule, Ive had to walk out on more than occasion I was really thrilled when they got the gun department but they've really let me down",2016-11-25 03:48:05
22281,65374,LZqEfXvpnwZ_JmAVe-J73w,Stars and Strikes Bowling Center,1934 W Winters,Scott Air Force Base,IL,62225,38.5374097,-89.8751328,3.5,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Active Life, Bowling",,24319,OCxfsPPSWyist7oNQ2H3sw,ovLsw5S06ryUX1eR2Oxm4w,2.0,0,0,1,"This is for their bowling alley snack bar.
Menu very simple. 
Burger, chicken sandwich and I think a turkey sandwich.
Fries, Tater tots, or side salad.
That it.
I suppose this is what the younger folks want.
I find. A chicken and fry and coke along with a burger, tots and coke is almost$20 dollars. It all just frozen store bought food.
Perhaps if they lowered the price I would not be so hard on them.
Anyways I think the Air Force could do better for the base people. Visited on a Saturday. Food place only I customer. 
Bowling alley was pretty crowded. I wonder why the bowlers were not eating. Now I know.",2018-01-13 18:06:39
22286,65379,HTSpXV6qtahUM1Lrp3ChSw,Auto Spa,10518 Lincoln Trl,Fairview Heights,IL,62208,38.5924974,-89.99694000000001,3.5,32,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Car Wash",,21196,WWfanm8J7fvdUw-PfKJYqg,_6BuACaybsYYrpLxQ7CoVQ,5.0,0,0,0,"My favorite car wash place to say the least. I've been getting my car washed here for years, and even after moving I continue to to do so. For what you pay at a gas station car wash, you can get here for the same price. But they hand dry your car. Customer service is pretty good, and I've only left is happy on a couple of occasions. They are open pratically all year round, even with super high/low temperatures. Make sure you bring cash because they do take tips.",2017-06-18 17:57:17
22320,65453,Pc7iJTWgGNgzEiGE0WECOw,Little Caesars,3801 Rt 159,Glen Carbon,IL,62034,38.7762312923,-89.9565774542,1.0,12,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False'}","Pizza, Restaurants",,22428,XcI-XYFNxVR7bO5gKLKGbw,1lFeJbFQbp7tbavBZmzFjA,1.0,0,0,0,BACON WRAPPED GREASE PIT like the country doesn't have enough health problems lets wrap 1 lb of pig around our greased cheese pile.... This will give you the stomach ache of a lifetime and probably clog all your arteries... STAY AWAY!!!!!  smells unsanitary and the floors are slimy... Clean it up...,2016-03-24 16:01:49
22333,65492,EvdxvGcaaWLx--_NjJ0Dhg,Enterprise Rent-A-Car,3000 Washington Ave,Alton,IL,62002,38.9160525,-90.1509949,2.5,13,1,,"Car Rental, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-18:0', 'Saturday': '9:0-12:0', 'Sunday': '11:0-14:0'}",21115,0sIY6LG6IUK7dLt5k0_OBA,jUlkSZuIaB5VOy-BMGwgBw,5.0,0,0,0,"I have accessed Enterprise Rental many times in Alton, Illinois as well as twice now in Charles Town, West Virginia. I've never been anything less than completely satisfied--with the vehicle and with the service. They have never left me disappointed.",2015-06-22 14:32:11
22347,65516,1EloE3nTfrb_goVutN3Otg,Papa Mendi's Grill and Bar,127 N Belt E,Swansea,IL,62226,38.533263,-89.98093100000001,2.5,7,0,"{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Greek","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",23990,1Qsgm63Bff1l3s7CWtWQCw,fAtqsprrxFPYgAF3QBEn7w,3.0,0,0,0,"Stopped for breakfast on the way by.  Staff was very friendly, helpful and attentive.  The food is standard diner food - nothing to rave about.  If you want ""clean"" food this is not the place.  Non-dairy creamer and non-dairy whipped stuff for condiments.  Over easy egg was hard cooked and grits were dry.  No fruit or veggies to substitute for bread or potatoes.  I guess it's all a matter of whether you care about food quality.  We probably won't be back.",2019-07-20 13:21:39
22355,65762,h5cXxfwoZ1qBPXRssgtAFg,Cost Plus World Market,3500 Green Mount Crossing Dr,Shiloh,IL,62269,38.5722452471,-89.9236411,4.5,17,0,"{'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Grocery, Furniture Stores, Food, Shopping, Beer, Wine & Spirits, Home & Garden, Home Decor","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '9:0-21:0'}",21894,A8h020so8dqvamXQeZ4JJw,U5_GEPWglMHVKARuHFvB3Q,4.0,0,0,0,"They're pricey, but they are a specialty store. I usually only go there for ethnic groceries. They have a much larger selection than the grocery stores, and you'd need to go to an actual ethnic grocery store to find anything better. Browsing around, you'll always find something unique that you'll want on impulse.",2017-03-07 22:21:43
22372,65765,BxfmYAO_zE3TwmzfGrm9sA,1 Nails,1333 Central Park Dr,O Fallon,IL,62269,38.5889594,-89.94685150000001,3.0,7,1,"{'BusinessParking': 'None', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Beauty & Spas, Nail Salons","{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '12:0-18:0'}",20947,h0rf1tkaA5ZhzhpgQPO_2w,PuBwXW-hcsTTQm-7gvIIKg,1.0,0,0,0,"Went in for a full Set. The nail technician dug her finger nail into the side of my finger so hard that it drew blood. She never said a word, yet there was blood running down my finger. She then got the drill and ripped skin off another finger and drew blood again without even saying sorry. My nails look absolutely awful. DO NOT go here!!!!",2016-03-07 04:17:27
22381,65896,hRrmqAy2ebNo3Ggea_22ig,Lowe's Home Improvement,1619 Homer Adams Pkwy,Alton,IL,62002,38.9171532187,-90.16855024590001,2.0,10,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None'}","Appliances, Nurseries & Gardening, Lighting Stores, Building Supplies, Home & Garden, Home Services, Shopping, Furniture Stores, Hardware Stores","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '8:0-20:0'}",22350,7ZRxeRxoCroYAVMR6R8ISA,g5eZdljLDztErprgchf8Jw,1.0,0,0,0,"I am finished with buying small appliances from Lowe's. No store guarantee. You must return the product to the distributor or manufacturer if there is a problem, and I can guarantee you there probably will be with the low quality merchandise they are selling. We bought a power washer Greenworks 1600 PSI, cleaned three quarters of the siding on our house, and it broke. Totally will not work. This is not the first time I have had problems with merchandise purchased from box stores.",2017-02-27 22:31:24
22392,65926,xrAZ1-bWs2WcqqWoitTfAQ,St Clair Country Club,100 S 78th St,Belleville,IL,62223,38.565325631,-90.05137150540001,4.0,5,1,,"Golf, Arts & Entertainment, Event Planning & Services, Country Clubs, Active Life, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",21281,dnz0IegB2T9pNpHY9OSfKQ,womifEfodvNPzQSQWRx8TA,4.0,5,0,0,"The new 2013 remodel has really brought new life to SCCC.  

 The new bar, lounge, dining room etc. look and feel great.   The bar area has been made much larger with plenty of High Def flat screens to enjoy your favorite sporting event.  The grounds have always been beautiful so no real room for improvement in that department.  All around this place has been brought up to modern standards and gone is the old stuffiness.  In addition, there are many new menu items and the preparation has been an improvement from the old menu.  I particularly like to new flat breads and other appetizer selections (fried calamari, shrimp martini).  They also serve the best burgers in Belleville.  They normally have a good selection of entrees featuring Steaks, Seafood. Poultry and Pastas.  There is something for every taste except perhaps vegetarians. They need some work in that area along with the entire St. Louis metro area for that matter. 

The service has also gone through a big improvement in 2013 although the evening black bow-ties and vest are too old school formal for my taste.
   
BTW- SSCC Management -wakeup and look at your web-site for crying out loud!  Your web-page still show the old finishing's before the remodel. Get with it . That was over 6 months ago it's time to update and show off the new digs.",2013-10-04 19:50:48
22399,66002,BJKA6d6HPge72N--3end9g,Metro East Home Inspection,"6 Emerald Terrace, Ste 4",Swansea,IL,62226,38.54832929999999,-89.9852584,3.5,7,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Environmental Testing, Local Services, Home Inspectors, Home Services","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '9:0-13:0'}",23004,fQuQ13If2ErM-YuCXgDQjw,UdGBuvml4O6Kt5CAQMjKLg,1.0,6,0,0,"Since the inspection by Metro East, our home has had a major basement leak, a roof leak, a chimney fire and a failed septic system. I would have been out less money with no inspection at all.",2016-07-02 20:18:11
22407,66098,REzDusDz6pME1MDSNx8Y6Q,Lovett's Soul Food,2512 College Ave,Alton,IL,62002,38.9035595,-90.1488223,3.5,22,1,"{'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True'}","Southern, Restaurants, Barbeque, Chicken Wings, Soul Food","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-18:0'}",23728,mj4E0lm44h7zDOw6DGAMdw,4boQnI76C0yKa57MCEe3MQ,5.0,0,0,0,Love the food!!! Haven't been disappointed yet the wings and greens are finger licking good... If you don't try them you're missing out,2018-06-22 03:40:49
22430,66183,iDhp4LM3no0BodRzm4inCA,Subway,"310 E Hwy 50, Ste 3",O'Fallon,IL,62269,38.5843008441,-89.907083,1.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Sandwiches, Fast Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",21159,SyxXubGSTzy4OFzL3YZh_A,wAgg_B9OQzL8_UF8ozu1eQ,3.0,0,0,1,This is officially the slowest Subway in the world.  They do a nice assembly job.,2011-08-27 14:09:31
22436,66193,-2gmbMDzKgYZ_8DOnJtPyw,New China,"1099 Belt Line Rd, Unit G",Collinsville,IL,62234,38.6922122,-89.9850617,2.5,23,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'False', 'HasTV': 'True'}","Chinese, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",20961,lHX7OQ46y4N7hrWZPHHUAA,FZkJBD5ykPFDvkhRZqt5JA,1.0,4,2,0,"Used to be my favorite.  Ate there one hot summer day last year. Not the coolest temp in the dinning area and staff looked a bit over warm too. Got my favorite beef and broccoli which tasted good I thought.  Couple hours later at home got sicker than a dog. ER staff said ""tainted food or lack of sanitation"" caused my vomiting and pain.  They took the name of where I ate but I did not file a report.  I Don't Advise eating there. I will never go there again!    It was not worth a trip to the ER and my stomach 
Being pumped out.     BEWARE.",2013-04-10 18:05:47
22461,66212,5i5PEfAweE76oBGudB0PbQ,Midwest Carpet and Duct Cleaning,1343 N 17th St,Swansea,IL,62226,38.5331482,-90.0019025,4.0,5,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Refinishing Services, Carpet Cleaning, Home Services, Air Duct Cleaning, Carpeting, Local Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",21026,laJN2CKp4h1Og2LNsq58XA,_jhNKCuHqGpPA5D03MZltA,5.0,0,0,0,"My husband found this company at the Saint Louis Home and Garden show and I am so glad he did.  We hired this company to clean our air ducts.  The two men who arrived were friendly and hardworking.  They worked quickly and efficiently, leaving our air ducts sparkling and sanitized.  We will definitely be using this company again!",2018-04-28 17:23:53
22466,66289,77P3BzMO-ZKx4GsxAfr6kA,Willow Park Apartments,1151 Roger Ave,Swansea,IL,62226,38.538689,-89.995841,1.0,7,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Apartments, Real Estate","{'Monday': '14:0-18:0', 'Tuesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '14:0-18:0', 'Saturday': '9:0-12:0'}",24837,kH9vYCNFj3fmppQWVJUzzA,lLEw2DS4SosOyyDZBvehuQ,1.0,4,0,0,Management is horrible. Had mold growing for three years and never fixed. Had two leaks coming through light fixtures and was told its not an electrical issue just maintenance related. Reported drug activity as well and that was never looked into.,2019-11-07 13:57:59
22473,66378,-v23pO9PUja15AiuUOW6tg,Denny's,1130 S Illinois St,Belleville,IL,62220,38.5001043754,-89.98323015870001,2.5,33,1,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Diners, Restaurants, Breakfast & Brunch, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",21144,QKHKhJeO1VhvHaR8KsgbkQ,smkjp5XpRqG_OSXKG-Yepg,1.0,1,0,1,"The food was on-par with the average Denny's.  However, after hearing about the restaurant's blatant ""anti-police"" antics, I will never set foot in this building again.  Had I known about such a ridiculous turn of events beforehand, I would have gladly gone to iHop instead.  Never again, Denny's.",2013-05-09 09:58:44
22507,66419,0vFNvGDg28ClOkNBmcI6lg,Columbia Bridges Golf Course,1655 Columbia Bridges Rd,Columbia,IL,62236,38.483061,-90.20392,3.0,7,1,{'BusinessParking': 'None'},"Golf, Active Life",,21410,HdYNKCHP5d3y1dT34vRppQ,HeGdhO_I5OdUNuAduOH1JQ,4.0,0,0,0,Good course for the money. Greens are well maintained. Never had any issues just a bit out of the way.,2018-09-16 12:26:28
22514,66441,0EbYHXAKFo9IsFhmZHD1Nw,Global Brew Tap House,"455 Regency Park, Ste B",O'fallon,IL,62269,38.5791702888,-89.9307184185,4.0,74,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Smoking': ""u'outdoor'"", 'GoodForDancing': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True', 'WiFi': ""'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","Pubs, Restaurants, Bars, Brewpubs, Nightlife, Breweries, Food","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",20945,u8XzDeWgu5CNPyl7_uNi3A,cPkTED5x0c3A_o-gLx_g2Q,5.0,1,0,2,By far the best beer selection in the area! Next time you're there ask for Brittany. She's extremely knowledgeable about every beer they have. It's a great place to go often as the draft list is always changing.  For the avid beer drinkers they even have a beer club to join!,2013-09-03 23:51:53
22592,66530,KBUrZtRmVEm2-N4t9hsnbw,Hi Tokyo,1628 Carlyle Ave,Belleville,IL,62221,38.5187738,-89.93567309999999,4.5,48,1,"{'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}""}","Japanese, Restaurants, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",24124,T4sNjEuccs8BIFQoXu-9TQ,Efic2ncDdlK_fL4_R19jCg,1.0,0,0,0,"I really wanted to like this place. Unfortunately, it was an utter disappointment. The spring roll was a joke. They were 2 bites each and super greasy. The shrimp tempura was marginally better but had absolutely no flavor, nor came with the standard dipping sauce or any sauce at all. The beef fried rice was probably the ""best"" item but even that was super greasy yet had zero flavor on the rough, overcooked beef. The rice and veggies in it were at least somewhat edible. The worst part was not only wasting my money on everything, but I had horrible cramps and multiple bathroom trips the rest of the night :( Instead of Hi Tokyo, this will be Bye Tokyo for me.",2019-08-10 01:47:46
22643,66601,go0oNijwrJGZ8qY8HiaS2g,Shiny Nails,"6655 Edwardsville Crossing Dr, Ste H",Edwardsville,IL,62025,38.7904066,-89.9538156,3.0,19,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Nail Salons, Beauty & Spas",,21190,ENbiKGudGL4xYO-YQgnLag,QCLvw2IqgETmMzwsgeHBAw,4.0,0,0,0,"I walked in without an appointment, and was seated for a gel manicure within a few minutes. The nail technician was friendly and efficient. My manicure is fairly average, nothing special, but still looks good. Overall, my experience was nothing out of the ordinary, and I will probably be back.",2017-05-27 21:19:50
